cluster;representative protein;other proteins
7924;Q9H6B4;
7925;Q9H790;
7926;Q9Y234;
7927;Q9Y2P8;
7928;Q9Y5R6;
7929;O15143;Q92747
7930;O43766;
7931;O60547;
7932;O75367;Q16777,P20671,Q96QV6,Q96KK5,Q8IUE6,Q6FI13,P04908,Q93077,P0C0S8,Q71UI9,Q99878,P16104,Q9P0M6,P0C0S5,Q7L7L0,Q9BTM1
7933;O95568;
7934;P16989;P67809,Q9Y2T7,
7935;P26992;
7936;P27539;
7937;P32302;
7938;Q5T5M9;
7939;Q7L5A8;
7940;Q7Z6M1;
7941;Q8IYD9;
7942;Q8N3J5;
7943;Q95604;P30511,P01891,Q31612,P01893,P13747,P17693
7944;Q969K3;Q8WZ73,
7945;Q96NB3;
7946;Q96RU8;Q96RU7,Q92519,
7947;Q9H1C0;
7948;Q9NVD7;Q9HBI0,Q9HBI1,
7949;Q9UMW8;Q3LFD5
7950;O43889;
7951;P23610;
7952;P43699;Q9H2Z4,
7953;P78545;
7954;Q68CQ7;Q9H1C3
7955;Q6W5P4;
7956;Q7Z429;Q969X1,Q9BWQ8
7957;Q8N357;
7958;Q96C28;
7959;Q96CX6;
7960;Q96H72;
7961;Q96H96;
7962;Q96IR7;
7963;Q9BYS8;
7964;Q9HC73;
7965;O75317;P62068
7966;P49683;
7967;Q08752;
7968;Q8N967;
7969;Q8TB92;P35914
7970;Q8TC76;
7971;Q92604;
7972;Q96KN9;
7973;Q99677;P43657
7974;Q9BZW8;
7975;Q9GZP0;Q9NRA1,
7976;Q9H756;
7977;Q9NQZ5;
7978;Q9NZU7;Q9NPB3,P57796,Q9NP86
7979;Q9UJM8;Q9NYQ3,
7980;Q9UNZ2;Q14CS0,
7981;Q9Y617;
7982;A8MXE2;A0A2R8YCE0,
7983;O43869;A0A2R8YEH3,Q8NHC8,Q8NGH3,Q8NH95,Q8NH90,Q8NGX1,Q8NH00,Q8N162,Q8NGT0,Q8NG92,Q8NGI8,Q8NGE7,Q8NG77,Q9H208,P58181,Q8NGV5,Q8NGS4,Q96R48,Q8NG85,Q8NH16,Q9H207,A6NM03,Q6IF42,Q8NGQ4,Q8NGQ2,Q8NH19,P0C7N8,A6NH00,P0C626,Q8NH01,Q8NH04,Q8NHA4,Q96R47,Q13607,Q8NGT1,Q8N146,Q8NGE0,Q8NGZ0,Q8NH02,A0A2R8YEG4,Q6IEZ7,Q9H209,Q96R27,Q8NH89,Q8NGI7,Q8NGX2,Q8NG83,Q8NH74,Q8NH03,Q8NGS5,A0A2R8YEV3,O95047,Q8NG81,Q9NQN1,Q8NGS9,Q8NG97,Q8NGZ9,Q8NGF6,P0C7T2,O95006,Q96R30,Q8NGU4,Q8NG80,Q8NGT9,Q8NGS8,Q8N349,Q8NGS7,Q8NGY9,Q8NGT7,Q8NGI9,Q8NGX0,Q8NG76,A3KFT3,Q8NHB1,A0A126GWI2,Q96R28,Q9BZC5,Q8NG84,P59922,Q9H210,Q6IF00,Q9UGF6,Q8NGV0,Q8NH87,P0DN81,Q96KK4,Q8NGG4,O95371,A4D2G3,Q96R45,Q9H205,Q8NGS6
7984;O60256;Q14558
7985;P31785;
7986;P49366;
7987;P50502;Q8IZP2,Q8NFI4
7988;Q17R55;
7989;Q6ZMN8;
7990;Q6ZTQ3;P50749,Q9H2L5
7991;Q7Z5B4;
7992;Q86Y37;
7993;Q8N8M0;
7994;Q8NCU7;A6NLJ0,
7995;Q9BV20;
7996;Q9H2F3;
7997;Q9NZJ6;
7998;Q9Y5K3;P49585
7999;P0CAP2;Q9BZD3
8000;P49682;
8001;P49842;
8002;P78406;
8003;Q16533;
8004;Q6AI12;Q53H64
8005;Q6MZQ0;
8006;Q6ZUK4;
8007;Q8TBF8;
8008;Q99871;
8009;Q99961;Q99962,Q99963
8010;Q9BZJ7;
8011;Q9H668;
8012;Q9NVF7;
8013;Q9Y2C4;
8014;Q9Y2S7;
8015;O60931;
8016;O95388;O95389
8017;P02765;
8018;P06132;
8019;P78426;A6NJ46,Q9C056
8020;Q13304;
8021;Q13319;Q15078
8022;Q5RL73;
8023;Q86X40;
8024;Q8IXT2;Q5HYR2
8025;Q8NA23;
8026;Q8TCJ0;Q969P5,
8027;Q8WW27;
8028;Q96MZ0;Q8TB36
8029;Q9BXA7;Q9BXA6,Q96PF2
8030;Q9H4Q4;
8031;Q9UIJ5;Q5W0Z9,Q96MV8,
8032;Q9Y295;P55039,
8033;O00292;O75610,
8034;O00442;
8035;P05111;
8036;P0CF75;Q6P2I7,
8037;P52788;
8038;Q15633;
8039;Q5JXM2;
8040;Q5VSY0;
8041;Q5VZ19;
8042;Q6Q788;
8043;Q6UXB0;
8044;Q86YD3;
8045;Q8WTS6;
8046;Q92847;
8047;Q9H568;
8048;Q9P2A4;
8049;O00204;Q06520,
8050;O14904;O14905,
8051;O75593;
8052;P19526;Q10981
8053;P55899;
8054;P78310;
8055;Q02080;
8056;Q15050;
8057;Q15743;P46093
8058;Q2M3R5;
8059;Q7L8A9;Q86V25
8060;Q8IWS0;
8061;Q8NAV2;
8062;Q92664;
8063;Q9H0C1;
8064;Q9NQQ7;
8065;Q9NZR4;P58304,
8066;Q9Y2Z0;
8067;O43427;
8068;P04000;P0DN78,P04001,P03999,P08100,P0DN77
8069;P04075;P09972,P05062
8070;P12524;P12525
8071;P53990;
8072;Q15906;
8073;Q53GG5;
8074;Q5BKX8;
8075;Q6NTF9;Q9P0U1,
8076;Q6S9Z5;A0A1B0GTH9
8077;Q7L3V2;
8078;Q8NCQ7;
8079;Q8TAU0;P52952,A6NCS4,
8080;Q92633;Q9UBY5,Q9HBW0,
8081;Q96A29;
8082;Q96A46;Q9NYZ2,
8083;Q96D42;
8084;Q96MF2;
8085;Q9BWF3;Q9BQ04
8086;Q9HBU9;Q9HBV1,
8087;Q9NR23;
8088;Q9NUQ2;
8089;O75818;
8090;P00813;
8091;P0C7T7;
8092;P35249;
8093;P50052;
8094;Q14549;P52951,
8095;Q5HYJ1;Q9NZ01
8096;Q6PGN9;
8097;Q6ZMU1;
8098;Q8NHS9;
8099;Q96P69;Q8NDV2
8100;Q9H6D7;G3V2T6
8101;Q9H777;
8102;Q9NS00;
8103;Q9NUD7;
8104;Q9NX46;
8105;Q9UPM6;Q68G74
8106;A0AVI4;
8107;O43347;Q96DH6,
8108;O95551;
8109;P25106;
8110;P46092;
8111;P46095;P46089,P47775,
8112;P55263;
8113;Q00325;
8114;Q13351;
8115;Q147X3;
8116;Q6ZMK1;
8117;Q8IUS5;Q9H6B9,
8118;Q8N8X9;
8119;Q8NGC0;Q8NGS1,Q8WZ84,A6NMS3,Q8NGE3,Q8NGR3,O60404,A6NIJ9,Q8NGT2,Q8NH94,Q8NGG5,A6NET4,Q96RB7,Q96R84,Q8NGG8,Q8NGC4,A6NJZ3,Q6IF99,Q6IF36,Q8NGG6,Q8NGE2,Q8NG99,P0DMU2,Q15620,Q8WZ94,Q8NH81,Q8NG78,B2RN74,Q8NGA2,A6NDL8,Q8NGA5,Q8NH06,Q8NGX6,Q8NH92,O14581,A6NL26,Q8NGF4,Q9Y4A9,Q96RD0,Q8NGS3,Q8NGA0,A0A286YFN4,Q96RA2,Q8NH69,Q8NGK9,A6NHG9,Q8NGV6,O43749,P58182,Q8N0Y5,Q8NGN3,Q8NGY7,Q8NGL2,A6NDH6,Q8NGR5,Q8NGF7,A0A2R8Y4L6,Q8N127,Q8NGN4,Q8NHB7,Q8NGQ1,A0A2R8Y4Q1,Q8NGX5,Q8NG75,Q8NH07,Q8NGE1,Q8NGN5,Q8NGQ6,Q8NGG2,Q9NZP0,Q9GZM6,Q9UGF7,Q9NZP5,O76100,Q8NGN2,Q8NGA1,Q8NH93,Q8NH48,Q96R54,P0DN80,Q8NHB8,P0DN82,Q8NGR2,Q96RD1,Q8NGQ5,Q8NG98,Q8NGL3,Q6IFN5,Q8NGL1,Q8NGM9,Q8NGS2,Q8WZ92,Q9P1Q5,Q8NGC1,P0C628,Q15612,Q8NGY1,A6NCV1,Q8NGL0,Q8NHA8,Q8NGG3,P0C629,Q8NGL4,Q8NGQ3,Q8NGR8,Q8NGC9,Q13606,Q96R09,Q8NGC8,Q8NGC7,Q9Y585,Q8NG94,O95221,Q8NGC3,A6NL08,Q8NGN6,Q8NGP9,Q8NGE9,P30954,Q8NGX3,Q8NGJ0,A6NKK0,Q8NHC4,Q15622,A6NM76,Q8NGR4,Q15617,O60403,Q9NZP2,Q8NGA6,Q96R08,Q8NGG7,Q96RC9,Q8NGV7,A6NF89
8120;Q9BRK5;
8121;Q9H0A6;
8122;Q9H1K6;
8123;Q9NQS1;
8124;Q9P035;Q5VWC8,
8125;Q9UBU8;Q15014,
8126;A0A1W2PQ72;
8127;O00155;
8128;O75683;
8129;O96008;K7EKG6,K7EJ57,Q969M1,K7EKG4
8130;P08397;
8131;P32249;
8132;P54252;Q9H3M9
8133;Q5JRM2;
8134;Q5T2Q4;Q8ND76,Q8N7R7
8135;Q67FW5;
8136;Q6P6B7;
8137;Q6PF05;
8138;Q8IVD9;
8139;Q8NBU5;
8140;Q8WXG1;
8141;Q8WZ79;
8142;Q96L03;
8143;Q9H8G2;
8144;Q9NSC5;Q9NSB8,M0R1B8,Q86YM7,
8145;Q9NV79;Q96MG8,
8146;Q9NV96;Q3MIR4,
8147;Q9Y2T5;Q99679,
8148;O00115;
8149;O60928;
8150;O95149;
8151;O95273;
8152;P25025;P25024
8153;P49685;
8154;P82650;
8155;P83369;
8156;Q01860;Q8N7G0,Q06416,
8157;Q15435;
8158;Q5H9R4;
8159;Q5SGD2;
8160;Q66K66;
8161;Q6P1Q0;
8162;Q86W34;
8163;Q8NE79;
8164;Q96EE3;
8165;Q96HE9;
8166;Q96J42;
8167;Q96LP6;
8168;Q96QE5;
8169;Q9GZV1;Q15327,
8170;Q9H1X3;
8171;Q9H6F5;
8172;Q9UGM6;
8173;Q9Y484;Q5MNZ6,
8174;Q9Y5P6;
8175;O00623;
8176;O00767;Q86SK9,
8177;O43488;O95154,Q8NHP1
8178;O60759;
8179;O75563;Q86WV1
8180;O94992;Q96MH2
8181;O95600;P57682,
8182;P0C264;
8183;P11177;
8184;P21854;
8185;P25021;
8186;P30556;
8187;P43088;
8188;Q02083;
8189;Q13258;
8190;Q13394;Q9Y586,
8191;Q53FE4;
8192;Q6NXP6;
8193;Q7L513;
8194;Q86VZ1;
8195;Q8NH09;A0A286YFL9,Q8NGN7,A0A286YEU6,Q8NH80,A0A2R8YED5
8196;Q96A47;P61371
8197;Q96AQ8;Q9GZT6,
8198;Q9BZJ4;Q8TBP6
8199;Q9NR45;
8200;Q9NTX7;
8201;Q9NX62;
8202;Q9NZL4;
8203;Q9Y231;
8204;A6NJJ6;
8205;B7ZBB8;
8206;O14745;Q15599,
8207;O75503;
8208;O95210;
8209;P49715;
8210;Q15257;
8211;Q7Z5U6;
8212;Q99678;
8213;Q9BRP1;U3KQA4,K7ESF4
8214;Q9BY21;
8215;Q9NPC1;Q15722,
8216;Q9UBS4;H7C2Y5
8217;A6NHT5;Q9NP08
8218;O00303;
8219;P30533;
8220;P35575;Q9NQR9
8221;P47898;
8222;P48745;P29279,O76076,
8223;P54922;Q8NDY3,
8224;Q00796;
8225;Q6NSW5;Q8TCE6,
8226;Q6ZSC3;
8227;Q7Z465;
8228;Q7Z5H4;Q8TDU5,
8229;Q8NFJ5;Q9NZD1,
8230;Q8TAQ9;
8231;Q96DI7;
8232;Q96GS4;
8233;Q96MX6;
8234;Q9GZK3;Q9GZK4,Q5TZ20,Q7Z3T1,Q8NGE5,Q5JQS5,Q8NGD0,A0A0G2JNH3,Q8NGD1,Q8NH79,Q8NGB6,O76000,Q8N0Y3,A0A0G2JMP0,P58173,Q9UGF5,O76001,A0A0X1KG70,O76002,Q9GZK6,Q8IXE1,Q8NGZ4,Q8NHA6,Q8NGZ5,Q8NHC6,Q8N628,Q8NHC5,O95918,Q9Y3N9,P0C623,G3V3W5
8235;Q9H7T9;
8236;Q9NWS6;Q9BPY3
8237;Q9UN42;P14415,
8238;A6NJB7;
8239;O43529;
8240;O75388;Q8NGA4,
8241;O95872;
8242;P40938;
8243;Q12907;Q9H0V9,
8244;Q15653;
8245;Q3B8N2;Q6DKI2,O00182
8246;Q504Y3;
8247;Q5T440;
8248;Q7LGA3;
8249;Q7Z2E3;
8250;Q8N9I5;
8251;Q92185;
8252;Q9C086;
8253;Q9H3Q1;
8254;Q9H410;
8255;Q9NUC0;
8256;Q9NUU6;
8257;Q9UJZ1;
8258;A5D8V6;
8259;A8MYV0;
8260;O60431;O60412,Q8N148,P58170,Q8NGR6,P47887,P34982,Q8NGR9,Q15619,P30953,Q8NGS0,P47890,Q8WZA6,P47884,O76099,Q8NG95
8261;O95299;
8262;P27169;Q15166,Q15165
8263;P46091;
8264;P51685;
8265;Q13190;
8266;Q6DHV7;
8267;Q6PJ21;
8268;Q6ZSR9;
8269;Q8N6T7;
8270;Q8N8C0;
8271;Q9H1Z9;
8272;Q9H665;
8273;Q9NTN3;Q76EJ3,A0A2R8Y5X9,
8274;O43570;Q9ULX7,
8275;O43915;
8276;P00480;
8277;P16442;U3KPV4,Q8N5D6
8278;P32242;
8279;P34810;
8280;P35250;
8281;P78540;P05089
8282;Q4G0M1;
8283;Q6U736;
8284;Q7Z3B1;Q14982,A6NGN9,Q13449,Q9P121
8285;Q8IUQ0;Q5SYC1
8286;Q8IUY3;
8287;Q8IXV7;Q8IYD2,
8288;Q8N9Y4;
8289;Q8TEZ7;Q86WK9
8290;Q92858;
8291;Q96EK9;A0A3B3IU88,
8292;Q96EM0;
8293;Q96FZ2;
8294;Q9BPV8;Q15391,Q9H244
8295;Q9H832;
8296;Q9NS37;
8297;A6NFR6;Q8NA96
8298;B7Z1M9;
8299;B9ZVM9;Q8TDR4,Q12799
8300;P01876;P01877
8301;P25089;P25090,P21462
8302;P40225;Q9P1D8,A0A494C176,
8303;P46663;
8304;Q3ZCQ8;
8305;Q6DWJ6;
8306;Q6IN84;
8307;Q8IYX4;
8308;Q8NHW3;
8309;Q8TDN6;
8310;Q8WUA8;
8311;Q9H9L3;
8312;Q9NPC4;
8313;Q9NXG2;
8314;Q9NYT0;
8315;Q9UHY8;
8316;Q9Y2M2;
8317;O15372;
8318;P02760;
8319;P28356;
8320;P55103;P58166,
8321;P61073;
8322;Q0ZLH3;
8323;Q14994;
8324;Q6UWB4;
8325;Q86X67;
8326;Q8IYA7;
8327;Q969V5;
8328;Q96A49;
8329;Q96B01;
8330;Q96BN8;
8331;Q96JY6;
8332;Q96JZ2;
8333;Q9BSE5;
8334;Q9NPF2;Q8NET6
8335;P06729;
8336;P18848;
8337;P49770;
8338;P61421;Q8N8Y2
8339;Q03395;
8340;Q12893;
8341;Q12972;
8342;Q5BKX5;
8343;Q5W0B7;
8344;Q6P087;
8345;Q8N0S2;A8MT33,
8346;Q8N335;P21695,
8347;Q8N8B7;
8348;Q8N8N7;
8349;Q8NE86;Q9NWR8
8350;Q8TCX1;
8351;Q93098;Q9H1J5
8352;Q96EV8;
8353;Q96EY9;
8354;Q96J01;
8355;Q96M53;
8356;Q9BS86;
8357;Q9P1P5;Q9P1P4,O14804
8358;O43316;
8359;O75695;
8360;O75787;
8361;O95455;
8362;P08567;
8363;P13995;Q9H903,
8364;P21730;
8365;P22674;
8366;P27544;
8367;P48556;
8368;Q07820;
8369;Q12792;Q6IBS0,
8370;Q16842;Q11201
8371;Q6ICL7;
8372;Q6N063;
8373;Q6UW49;
8374;Q70UQ0;
8375;Q7RTV3;
8376;Q8IYV9;
8377;Q8NFB2;Q9H7F4,
8378;Q8NH67;Q8NGJ3,Q8NGF0,Q8NGJ2,Q96RD3,Q8NGH9,Q8NGJ4,Q8NGK5,P0C646,Q9H346,Q8NH55,Q8NH60,Q96RD2,Q6IFG1,Q8NGK6,Q8NGK2
8379;Q9BW91;
8380;Q9BYE7;
8381;Q9GZM5;
8382;Q9H5K3;
8383;Q9H813;
8384;Q9UBP4;
8385;Q9Y3F4;
8386;A2VCK2;
8387;O95825;
8388;P14316;P10914,
8389;P47211;
8390;Q14973;
8391;Q17RN3;
8392;Q2KHT4;
8393;Q5JRV8;Q8WV15,
8394;Q8IV48;
8395;Q8NBI3;
8396;Q8NEP7;
8397;Q8WTS1;Q8TB40,
8398;Q8WWH5;
8399;Q96BW5;
8400;Q96MB7;
8401;Q9H1E5;
8402;Q9H9Y2;
8403;Q9NWT6;
8404;Q9UIM3;
8405;O43681;
8406;O75477;O94905
8407;O75764;Q15560,P23193
8408;O75953;P25685,Q9UDY4
8409;P09001;
8410;P0C263;
8411;P47883;P47888,P47893,P47881
8412;Q13454;Q9H0U3,
8413;Q14093;
8414;Q14376;
8415;Q30201;
8416;Q5VVQ6;
8417;Q7Z7A3;
8418;Q86WS5;
8419;Q8IV42;
8420;Q8N446;
8421;Q8NH41;O95013,Q8NGL6,Q8NGN8,Q8NH51,Q8NGB2,P0C645,Q8NGF9,Q8NH40,Q8NH05,Q8NGM1,A6NHA9,Q8NGI6,Q8NGB9,Q8NGD5,Q6IEV9,Q8NGP3,Q8NGF8,Q96R69,Q8NGP8,P0C7N5,Q8NH42,Q8NH70,Q8NGE8,Q8NGA8,Q8NGB4,Q8NGP2,Q8NGB8,P0C617,Q8NH73,Q8NH85,Q15615,P0C604,Q8NH18,Q8NGL9,Q96R67,Q8NGP0,Q8NGD2,Q8NGZ3,Q8NH43,Q6IEY1,Q8NGD4,Q8NH21,Q8NGP6,A6NMZ5,Q8NGC6,Q96R72,Q8NH72,Q8NGI4,Q6IF82,Q8NGD3,Q8NGG1,Q8NH83,Q8NH49,Q8NH10,Q8NGJ1,Q8NGL7,P0C7N1,Q6IEU7,Q8NGN0,Q8NH50,P58180,Q9GZK7,Q8NGP4,Q8NH37,Q8NGC2,Q8NGG0
8422;Q96RI9;Q96RI8,Q96RJ0,Q969N4
8423;Q9BWW7;Q9NQ03
8424;Q9P0M2;
8425;Q9P2T1;P36959
8426;Q9UHP6;
8427;A0A075B734;O14520,A6NL99,
8428;A6NGB0;P0C7N4
8429;A8MVJ9;Q9NWY4
8430;O14828;Q969E2,O15127,Q8TAC9,O15126
8431;P02750;
8432;P03891;
8433;P14920;Q99489
8434;P17275;P05412,P17535
8435;P23511;
8436;Q14CW9;Q96GX2
8437;Q5JS37;
8438;Q6UWU4;
8439;Q6ZNQ3;
8440;Q8IW45;
8441;Q8N9I9;
8442;Q8NGC5;Q8NGU1,Q8NGX8,Q8NGM8,Q8NGT5,O95222,Q6IFH4,Q8NGW1,Q8NGU2,O95007,Q8NGZ6,Q8NGN1,Q8NGX9
8443;Q8TDV2;
8444;Q96DB2;
8445;Q96S42;
8446;Q9NP66;Q9P0W2
8447;Q9P2M1;
8448;Q9UJV8;Q00577,Q96QR8,
8449;Q9UKP3;Q9UHD1
8450;O14843;O15552,O15529,
8451;O15160;
8452;O43542;
8453;O43827;
8454;O95274;
8455;P00540;
8456;P20933;
8457;P23942;
8458;P50613;
8459;P53597;
8460;P59797;P63302,
8461;P98172;P52799,Q15768
8462;Q15814;
8463;Q15853;P22415
8464;Q6FHJ7;Q92765
8465;Q86TE4;
8466;Q8IU99;Q86XJ0,
8467;Q8IZA3;
8468;Q8IZL9;
8469;Q8WVM0;
8470;Q96MS3;
8471;Q9BUM1;
8472;Q9H0I2;
8473;Q9NS75;
8474;Q9UBE0;
8475;Q9Y2V3;Q96IS3,
8476;A0A1W2PPF3;
8477;O15527;
8478;O76027;
8479;P02749;
8480;P17676;
8481;P50616;Q14106,
8482;P54826;
8483;Q03060;P16220,P18846
8484;Q12952;A0A1W2PRP0
8485;Q5TEU4;
8486;Q7Z5S9;
8487;Q86YD5;
8488;Q8NCY6;
8489;Q8TC84;
8490;Q99933;
8491;Q9BZ19;
8492;Q9GZM8;Q9NXR1
8493;Q9H3K2;
8494;Q9HBL6;
8495;Q9UIB8;
8496;Q9Y242;
8497;B3EWF7;
8498;O00421;
8499;P0C7X3;
8500;P19883;O95633,
8501;P35227;P35226,
8502;P57768;
8503;Q16342;
8504;Q16589;P51959
8505;Q2TBC4;
8506;Q4G1C9;
8507;Q6TCH4;Q9NXK6,
8508;Q8N0S6;
8509;Q8NAA5;Q2VPJ9
8510;Q8NBM4;
8511;Q96DX7;
8512;Q96KD3;Q6NXP2
8513;Q9BQP7;
8514;Q9NPG8;
8515;Q9NS73;
8516;Q9P0K9;
8517;Q9UJ70;
8518;A0A087X0L6;Q70EL3
8519;A0PJX8;
8520;A6NFE2;
8521;A6NMT0;
8522;H7BZM6;A0A087WV53
8523;O14862;W6CW81,
8524;O15541;Q8IZP6,
8525;P21731;
8526;Q02338;
8527;Q16651;Q9GZN4
8528;Q1HG43;Q1HG44,
8529;Q53EV4;
8530;Q53RT3;
8531;Q6NTE8;
8532;Q7Z6M3;
8533;Q8N0V3;
8534;Q8NGW6;Q8NGY3,Q8NGY2,Q8NGY5,Q8NGY6,Q8NGY0,
8535;Q96AM1;
8536;Q96F63;
8537;Q96GM1;Q32ZL2,Q8TBJ4
8538;Q9BWW8;
8539;Q9BXJ8;A0PK00
8540;A6NEK1;
8541;O00321;
8542;O00574;
8543;P25105;
8544;P61962;
8545;Q3LIE5;
8546;Q5JXA9;
8547;Q5VYX0;
8548;Q5VZI3;
8549;Q8N1S5;
8550;Q8NH61;Q9Y5P1,Q8NH53,Q8NGK4,Q8NH57,Q8NGJ6,Q8NGJ5,Q9H2C8,Q8NGH7,Q9H343,Q8NGK3,Q8NGH6,Q8NGI2,Q8NGJ9,Q8NGK1,Q8NGF1,Q8NH64,A0A3B3IT45,Q9H344,Q9H2C5,Q9H255,Q8NH56,Q8NGJ7,Q8NH59,Q9UKL2,Q9H341,Q9Y5P0,Q8TCB6,Q9H339,Q8NGF3,Q8NH63,Q8NGI0,Q9H340,Q8NGK0,A6NGY5
8551;Q96C23;
8552;Q96G28;
8553;Q96HL8;
8554;Q96MA1;
8555;Q99633;M0R3G1,M0QXG2,M0QXX3
8556;Q9BQA1;
8557;Q9BTX7;
8558;Q9GZY8;
8559;Q9NRS6;
8560;Q9NX94;
8561;Q9UK28;M0R134,
8562;A8MX34;
8563;O95400;
8564;P56937;
8565;Q5T230;
8566;Q5T6V5;
8567;Q7Z4I7;P48059
8568;Q86W42;
8569;Q8IZV5;
8570;Q8N3I7;
8571;Q8N4W6;
8572;Q8WUT9;
8573;Q95460;
8574;Q96PU8;
8575;Q9BUN1;
8576;Q9Y376;Q9H9S4,
8577;Q9Y603;
8578;A0A1W2PR95;P78318,
8579;A6NHS7;
8580;O14681;
8581;P40937;
8582;Q0GE19;
8583;Q14565;Q06609,
8584;Q5T9G4;
8585;Q7Z6L0;
8586;Q86UW1;
8587;Q8IXQ4;
8588;Q8IYK8;P55042,P55040,O75628
8589;Q8N0X4;
8590;Q8TD22;
8591;Q969V1;
8592;Q96IW2;
8593;Q96IZ0;
8594;Q96MN9;
8595;Q9GZT4;
8596;Q9H0A9;
8597;Q9H649;
8598;Q9UNA3;
8599;Q9UNI6;
8600;O00398;Q9BXC1
8601;O00757;P09467
8602;O76071;
8603;P07858;
8604;P33241;
8605;Q13825;Q86YB7
8606;Q14320;Q9Y247,
8607;Q15080;
8608;Q5HYJ3;Q8TAV0
8609;Q6IEG0;
8610;Q6ZNG2;
8611;Q8TBZ6;
8612;Q96BY9;
8613;Q96H22;
8614;Q9HCN6;
8615;Q9UH36;
8616;Q9Y394;
8617;O14832;
8618;O76075;
8619;O95433;Q719I0
8620;P0C7Q5;Q96KT7,P0C7Q6,Q8N808
8621;P31277;P31270,O43248,
8622;P40926;
8623;P51884;
8624;P53539;P15407
8625;P59534;P59535
8626;Q01664;
8627;Q07352;
8628;Q3B726;
8629;Q6X784;
8630;Q9NR21;
8631;Q9NYK5;
8632;Q9UJ42;
8633;Q9UN81;
8634;Q9Y5R4;
8635;Q9Y5Z9;
8636;O14718;
8637;O43414;
8638;P37837;
8639;P38484;
8640;Q5VT66;A0A494C1P3,Q969Z3
8641;Q6P4A7;
8642;Q7L211;
8643;Q7L3B6;
8644;Q8IVB5;Q8N485,
8645;Q8IYL9;
8646;Q96C86;
8647;Q96P68;
8648;Q9BV23;
8649;Q9P296;
8650;Q9UBP5;Q9Y5J3,Q9NQ87,
8651;Q9UG22;Q96F15,
8652;Q9Y271;
8653;O00180;Q9Y257
8654;O14657;Q5JU69,O14656
8655;O75794;
8656;P31937;
8657;Q13426;
8658;Q15762;
8659;Q16570;
8660;Q496M5;
8661;Q4G0F5;O75436,
8662;Q5TC63;
8663;Q6ZVW7;
8664;Q8IYX1;
8665;Q8TDX5;
8666;Q96DT0;
8667;Q96HH6;
8668;Q96P67;
8669;Q9BVH7;Q9H4F1,Q969X2,
8670;Q9H0P0;Q969T7,
8671;Q9NV92;Q9BT67,
8672;Q9Y5Y5;
8673;O76003;
8674;O94766;Q9NPZ5,Q9P2W7,
8675;O95238;
8676;P06746;
8677;P09668;
8678;P25445;
8679;P49639;P14653,
8680;Q03405;
8681;Q13291;
8682;Q16698;
8683;Q5EB52;
8684;Q5SQS8;
8685;Q5UAW9;
8686;Q8N4T4;
8687;Q8TDV5;
8688;Q96BN2;
8689;Q96DD0;
8690;Q9H2F9;
8691;Q9NPF4;
8692;Q9NQ25;
8693;Q9P2W9;
8694;Q9Y576;
8695;A0A1B0GTJ6;
8696;A6NCL1;
8697;A6NHQ2;P22087,
8698;O60911;P43235,P25774,P07711,
8699;O75031;
8700;O75829;
8701;P17707;
8702;P40925;
8703;P61964;Q86VZ2,
8704;Q13487;
8705;Q2I0M4;
8706;Q5SQQ9;Q9UIW0,
8707;Q5TH74;
8708;Q6H3X3;Q9BZM4,Q9BZM6,Q9BZM5,Q5VY80
8709;Q86WC4;
8710;Q8N336;
8711;Q8N387;
8712;Q92905;
8713;Q96IZ7;
8714;Q9BT17;
8715;Q9BXA5;
8716;Q9H2U2;Q15181
8717;Q9H6Y5;
8718;Q9H977;
8719;Q9HB09;
8720;Q9NZL9;
8721;Q9UIC8;
8722;Q9UQ10;
8723;A0A1B0GTS1;A0A1B0GWH4,
8724;O14908;Q8TF65,Q8TF64
8725;O95755;Q9BZG1
8726;P13804;
8727;P20042;
8728;P46094;
8729;P48146;P48145,
8730;P59533;
8731;P78367;
8732;Q11206;
8733;Q15390;
8734;Q330K2;
8735;Q49SQ1;
8736;Q86SQ9;
8737;Q8N5U0;
8738;Q8N8Q8;
8739;Q96CH1;
8740;Q96IV6;
8741;Q9Y4X0;Q6DCA0,
8742;P16260;
8743;P29966;
8744;P32245;P41968,Q01718,P33032,Q01726
8745;Q06136;
8746;Q53FA7;
8747;Q6UXG3;
8748;Q86UT8;
8749;Q86XD5;
8750;Q8IZU1;Q8IZT9,
8751;Q969S2;
8752;Q96DU3;
8753;Q96LI9;
8754;Q96T54;A0A075B6Z1,Q96T55
8755;Q99675;
8756;Q9H9J2;
8757;Q9UBM4;Q99645
8758;Q9UKF7;
8759;A1A4V9;
8760;A8MZF0;
8761;O00273;
8762;O60902;O15266,
8763;O75752;
8764;O95900;
8765;P17542;P12980,Q16559
8766;P53611;
8767;Q14330;
8768;Q15293;O43852,Q96D15,E9PP27,
8769;Q53HC0;
8770;Q6PKX4;Q9P104,Q8TEW6
8771;Q6UXU4;A8MUP6
8772;Q969S0;
8773;Q96MG2;
8774;Q9BUD6;
8775;Q9H6J7;
8776;Q9NZC3;
8777;Q9UIL8;
8778;Q9Y266;
8779;Q9Y274;
8780;A1A519;
8781;O43638;
8782;O75791;Q8TC17,P62993,Q13588
8783;O95218;
8784;P0C5J1;Q9NVL1,Q8N7N1,Q96G04,A6NEL3
8785;P13716;
8786;P31314;O43711,O43763
8787;P50479;O00151
8788;P62136;P62140,P36873
8789;Q3SXM5;
